source_file,source_sheet,source_row_number,source_category,dataset_from_file,zone_from_file,dataset,method,family,criterion,feature_set_id,num_features,selected_features,feature,selection_frequency,mean_rank,borda_score,rrf_score,cluster,tier,tier_label,zone,path
hikari_candidate_feature_sets.csv,,33,candidate_feature_sets,hikari,,hikari,ga,metaheuristic,elbow,hikari__ga__elbow__k28,28,bwd_header_size_tot;active.max;fwd_iat.std;bwd_pkts_payload.avg;flow_pkts_payload.avg;fwd_iat.tot;flow_pkts_payload.tot;bwd_subflow_bytes;fwd_subflow_pkts;flow_iat.std;active.avg;flow_iat.tot;fwd_iat.avg;flow_duration;fwd_iat.max;fwd_pkts_payload.std;fwd_pkts_payload.avg;active.tot;flow_pkts_payload.std;bwd_pkts_payload.tot;bwd_pkts_payload.max;fwd_pkts_payload.max;fwd_header_size_tot;fwd_pkts_tot;flow_pkts_payload.max;fwd_pkts_payload.tot;flow_iat.max;fwd_data_pkts_tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,34,candidate_feature_sets,hikari,,hikari,ga,metaheuristic,q25,hikari__ga__q25__k20,20,bwd_header_size_tot;active.max;fwd_iat.std;bwd_pkts_payload.avg;flow_pkts_payload.avg;fwd_iat.tot;flow_pkts_payload.tot;bwd_subflow_bytes;fwd_subflow_pkts;flow_iat.std;active.avg;flow_iat.tot;fwd_iat.avg;flow_duration;fwd_iat.max;fwd_pkts_payload.std;fwd_pkts_payload.avg;active.tot;flow_pkts_payload.std;bwd_pkts_payload.tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,35,candidate_feature_sets,hikari,,hikari,ga,metaheuristic,q50,hikari__ga__q50__k40,40,bwd_header_size_tot;active.max;fwd_iat.std;bwd_pkts_payload.avg;flow_pkts_payload.avg;fwd_iat.tot;flow_pkts_payload.tot;bwd_subflow_bytes;fwd_subflow_pkts;flow_iat.std;active.avg;flow_iat.tot;fwd_iat.avg;flow_duration;fwd_iat.max;fwd_pkts_payload.std;fwd_pkts_payload.avg;active.tot;flow_pkts_payload.std;bwd_pkts_payload.tot;bwd_pkts_payload.max;fwd_pkts_payload.max;fwd_header_size_tot;fwd_pkts_tot;flow_pkts_payload.max;fwd_pkts_payload.tot;flow_iat.max;fwd_data_pkts_tot;bwd_init_window_size;fwd_subflow_bytes;bwd_pkts_tot;bwd_pkts_payload.std;bwd_subflow_pkts;active.min;fwd_pkts_per_sec;payload_bytes_per_second;down_up_ratio;fwd_PSH_flag_count;flow_iat.avg;bwd_data_pkts_tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,36,candidate_feature_sets,hikari,,hikari,ga,metaheuristic,q75,hikari__ga__q75__k60,60,bwd_header_size_tot;active.max;fwd_iat.std;bwd_pkts_payload.avg;flow_pkts_payload.avg;fwd_iat.tot;flow_pkts_payload.tot;bwd_subflow_bytes;fwd_subflow_pkts;flow_iat.std;active.avg;flow_iat.tot;fwd_iat.avg;flow_duration;fwd_iat.max;fwd_pkts_payload.std;fwd_pkts_payload.avg;active.tot;flow_pkts_payload.std;bwd_pkts_payload.tot;bwd_pkts_payload.max;fwd_pkts_payload.max;fwd_header_size_tot;fwd_pkts_tot;flow_pkts_payload.max;fwd_pkts_payload.tot;flow_iat.max;fwd_data_pkts_tot;bwd_init_window_size;fwd_subflow_bytes;bwd_pkts_tot;bwd_pkts_payload.std;bwd_subflow_pkts;active.min;fwd_pkts_per_sec;payload_bytes_per_second;down_up_ratio;fwd_PSH_flag_count;flow_iat.avg;bwd_data_pkts_tot;bwd_iat.tot;flow_pkts_per_sec;flow_iat.min;bwd_iat.max;bwd_iat.std;bwd_PSH_flag_count;flow_ACK_flag_count;bwd_header_size_min;bwd_iat.avg;bwd_header_size_max;flow_FIN_flag_count;bwd_iat.min;flow_SYN_flag_count;bwd_pkts_per_sec;flow_RST_flag_count;fwd_last_window_size;flow_pkts_payload.min;fwd_pkts_payload.min;fwd_header_size_min;fwd_iat.min,,,,,,,,,,
hikari_candidate_feature_sets.csv,,37,candidate_feature_sets,hikari,,hikari,lasso_c0.01,embedded,elbow,hikari__lasso_c0.01__elbow__k11,11,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;flow_FIN_flag_count;fwd_last_window_size;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,38,candidate_feature_sets,hikari,,hikari,lasso_c0.01,embedded,q25,hikari__lasso_c0.01__q25__k20,20,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;flow_FIN_flag_count;fwd_last_window_size;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_bulk_packets;fwd_pkts_payload.max;fwd_pkts_per_sec;active.min;payload_bytes_per_second,,,,,,,,,,
hikari_candidate_feature_sets.csv,,39,candidate_feature_sets,hikari,,hikari,lasso_c0.01,embedded,q50,hikari__lasso_c0.01__q50__k40,40,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;flow_FIN_flag_count;fwd_last_window_size;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_bulk_packets;fwd_pkts_payload.max;fwd_pkts_per_sec;active.min;payload_bytes_per_second;bwd_header_size_min;flow_SYN_flag_count;flow_pkts_payload.tot;bwd_pkts_payload.tot;fwd_header_size_tot;idle.std;bwd_iat.tot;idle.tot;idle.max;flow_iat.std;fwd_pkts_payload.min;flow_pkts_payload.min;flow_iat.tot;flow_iat.max;fwd_iat.avg;fwd_bulk_rate;fwd_init_window_size;bwd_subflow_bytes;fwd_iat.max;bwd_iat.max,,,,,,,,,,
hikari_candidate_feature_sets.csv,,40,candidate_feature_sets,hikari,,hikari,lasso_c0.01,embedded,q75,hikari__lasso_c0.01__q75__k60,60,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;flow_FIN_flag_count;fwd_last_window_size;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_bulk_packets;fwd_pkts_payload.max;fwd_pkts_per_sec;active.min;payload_bytes_per_second;bwd_header_size_min;flow_SYN_flag_count;flow_pkts_payload.tot;bwd_pkts_payload.tot;fwd_header_size_tot;idle.std;bwd_iat.tot;idle.tot;idle.max;flow_iat.std;fwd_pkts_payload.min;flow_pkts_payload.min;flow_iat.tot;flow_iat.max;fwd_iat.avg;fwd_bulk_rate;fwd_init_window_size;bwd_subflow_bytes;fwd_iat.max;bwd_iat.max;flow_iat.avg;fwd_iat.std;bwd_header_size_max;bwd_bulk_bytes;bwd_iat.std;flow_duration;fwd_iat.tot;active.avg;bwd_iat.min;bwd_subflow_pkts;fwd_pkts_payload.tot;bwd_data_pkts_tot;fwd_pkts_tot;bwd_pkts_payload.std;bwd_bulk_packets;fwd_iat.min;flow_iat.min;fwd_data_pkts_tot;bwd_PSH_flag_count;flow_CWR_flag_count,,,,,,,,,,
hikari_candidate_feature_sets.csv,,41,candidate_feature_sets,hikari,,hikari,lasso_c0.1,embedded,elbow,hikari__lasso_c0.1__elbow__k11,11,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,42,candidate_feature_sets,hikari,,hikari,lasso_c0.1,embedded,q25,hikari__lasso_c0.1__q25__k20,20,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_pkts_payload.max;fwd_bulk_packets;fwd_pkts_per_sec;payload_bytes_per_second;bwd_header_size_min,,,,,,,,,,
hikari_candidate_feature_sets.csv,,43,candidate_feature_sets,hikari,,hikari,lasso_c0.1,embedded,q50,hikari__lasso_c0.1__q50__k40,40,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_pkts_payload.max;fwd_bulk_packets;fwd_pkts_per_sec;payload_bytes_per_second;bwd_header_size_min;active.min;flow_SYN_flag_count;bwd_pkts_payload.tot;flow_pkts_payload.tot;fwd_header_size_tot;active.avg;bwd_iat.tot;idle.std;idle.tot;flow_pkts_payload.min;fwd_pkts_payload.min;flow_iat.std;flow_iat.tot;flow_duration;fwd_bulk_rate;fwd_iat.tot;fwd_iat.avg;idle.max;fwd_init_window_size;fwd_pkts_payload.tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,44,candidate_feature_sets,hikari,,hikari,lasso_c0.1,embedded,q75,hikari__lasso_c0.1__q75__k60,60,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_pkts_payload.max;fwd_bulk_packets;fwd_pkts_per_sec;payload_bytes_per_second;bwd_header_size_min;active.min;flow_SYN_flag_count;bwd_pkts_payload.tot;flow_pkts_payload.tot;fwd_header_size_tot;active.avg;bwd_iat.tot;idle.std;idle.tot;flow_pkts_payload.min;fwd_pkts_payload.min;flow_iat.std;flow_iat.tot;flow_duration;fwd_bulk_rate;fwd_iat.tot;fwd_iat.avg;idle.max;fwd_init_window_size;fwd_pkts_payload.tot;bwd_subflow_bytes;flow_iat.max;bwd_iat.max;fwd_iat.max;bwd_bulk_bytes;bwd_iat.std;fwd_iat.std;bwd_header_size_max;bwd_data_pkts_tot;bwd_subflow_pkts;fwd_data_pkts_tot;fwd_PSH_flag_count;bwd_pkts_payload.std;flow_iat.avg;bwd_pkts_payload.avg;fwd_pkts_tot;bwd_iat.min;bwd_PSH_flag_count;bwd_bulk_packets;flow_pkts_payload.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,45,candidate_feature_sets,hikari,,hikari,lasso_c1.0,embedded,elbow,hikari__lasso_c1.0__elbow__k11,11,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,46,candidate_feature_sets,hikari,,hikari,lasso_c1.0,embedded,q25,hikari__lasso_c1.0__q25__k20,20,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_pkts_payload.max;fwd_bulk_packets;fwd_pkts_per_sec;payload_bytes_per_second;bwd_header_size_min,,,,,,,,,,
hikari_candidate_feature_sets.csv,,47,candidate_feature_sets,hikari,,hikari,lasso_c1.0,embedded,q50,hikari__lasso_c1.0__q50__k40,40,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_pkts_payload.max;fwd_bulk_packets;fwd_pkts_per_sec;payload_bytes_per_second;bwd_header_size_min;active.min;flow_SYN_flag_count;bwd_pkts_payload.tot;flow_pkts_payload.tot;fwd_header_size_tot;active.avg;bwd_iat.tot;idle.std;idle.tot;flow_pkts_payload.min;fwd_pkts_payload.min;flow_iat.std;flow_iat.tot;flow_duration;fwd_bulk_rate;fwd_iat.tot;fwd_iat.avg;idle.max;fwd_init_window_size;fwd_pkts_payload.tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,48,candidate_feature_sets,hikari,,hikari,lasso_c1.0,embedded,q75,hikari__lasso_c1.0__q75__k60,60,flow_RST_flag_count;bwd_pkts_payload.min;bwd_init_window_size;fwd_pkts_payload.avg;fwd_header_size_min;fwd_last_window_size;flow_FIN_flag_count;bwd_bulk_rate;down_up_ratio;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_pkts_per_sec;flow_pkts_per_sec;bwd_iat.avg;fwd_bulk_bytes;fwd_pkts_payload.max;fwd_bulk_packets;fwd_pkts_per_sec;payload_bytes_per_second;bwd_header_size_min;active.min;flow_SYN_flag_count;bwd_pkts_payload.tot;flow_pkts_payload.tot;fwd_header_size_tot;active.avg;bwd_iat.tot;idle.std;idle.tot;flow_pkts_payload.min;fwd_pkts_payload.min;flow_iat.std;flow_iat.tot;flow_duration;fwd_bulk_rate;fwd_iat.tot;fwd_iat.avg;idle.max;fwd_init_window_size;fwd_pkts_payload.tot;bwd_subflow_bytes;flow_iat.max;bwd_iat.max;bwd_bulk_bytes;fwd_iat.max;bwd_iat.std;bwd_header_size_max;fwd_iat.std;bwd_data_pkts_tot;bwd_subflow_pkts;fwd_data_pkts_tot;fwd_PSH_flag_count;bwd_pkts_payload.std;flow_iat.avg;bwd_pkts_payload.avg;fwd_pkts_tot;bwd_iat.min;bwd_PSH_flag_count;bwd_bulk_packets;flow_pkts_payload.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,49,candidate_feature_sets,hikari,,hikari,lightgbm,embedded,elbow,hikari__lightgbm__elbow__k8,8,fwd_iat.min;bwd_iat.min;bwd_bulk_rate;flow_iat.min;fwd_iat.max;fwd_iat.std;down_up_ratio;bwd_iat.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,50,candidate_feature_sets,hikari,,hikari,lightgbm,embedded,q25,hikari__lightgbm__q25__k20,20,fwd_iat.min;bwd_iat.min;bwd_bulk_rate;flow_iat.min;fwd_iat.max;fwd_iat.std;down_up_ratio;bwd_iat.std;bwd_pkts_per_sec;fwd_pkts_payload.avg;fwd_pkts_payload.tot;active.min;fwd_iat.tot;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_iat.avg;fwd_pkts_per_sec;flow_pkts_payload.std;fwd_iat.avg;fwd_subflow_bytes,,,,,,,,,,
hikari_candidate_feature_sets.csv,,51,candidate_feature_sets,hikari,,hikari,lightgbm,embedded,q50,hikari__lightgbm__q50__k40,40,fwd_iat.min;bwd_iat.min;bwd_bulk_rate;flow_iat.min;fwd_iat.max;fwd_iat.std;down_up_ratio;bwd_iat.std;bwd_pkts_per_sec;fwd_pkts_payload.avg;fwd_pkts_payload.tot;active.min;fwd_iat.tot;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_iat.avg;fwd_pkts_per_sec;flow_pkts_payload.std;fwd_iat.avg;fwd_subflow_bytes;payload_bytes_per_second;bwd_iat.max;flow_pkts_payload.tot;bwd_iat.tot;flow_iat.std;fwd_pkts_payload.max;flow_duration;flow_pkts_per_sec;flow_iat.max;bwd_init_window_size;active.tot;flow_iat.avg;bwd_pkts_payload.std;bwd_pkts_payload.avg;bwd_PSH_flag_count;fwd_data_pkts_tot;bwd_bulk_packets;active.std;active.avg;fwd_pkts_tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,52,candidate_feature_sets,hikari,,hikari,lightgbm,embedded,q75,hikari__lightgbm__q75__k60,60,fwd_iat.min;bwd_iat.min;bwd_bulk_rate;flow_iat.min;fwd_iat.max;fwd_iat.std;down_up_ratio;bwd_iat.std;bwd_pkts_per_sec;fwd_pkts_payload.avg;fwd_pkts_payload.tot;active.min;fwd_iat.tot;flow_pkts_payload.avg;fwd_pkts_payload.std;bwd_iat.avg;fwd_pkts_per_sec;flow_pkts_payload.std;fwd_iat.avg;fwd_subflow_bytes;payload_bytes_per_second;bwd_iat.max;flow_pkts_payload.tot;bwd_iat.tot;flow_iat.std;fwd_pkts_payload.max;flow_duration;flow_pkts_per_sec;flow_iat.max;bwd_init_window_size;active.tot;flow_iat.avg;bwd_pkts_payload.std;bwd_pkts_payload.avg;bwd_PSH_flag_count;fwd_data_pkts_tot;bwd_bulk_packets;active.std;active.avg;fwd_pkts_tot;fwd_last_window_size;idle.min;bwd_header_size_tot;active.max;bwd_pkts_tot;bwd_data_pkts_tot;fwd_subflow_pkts;bwd_pkts_payload.max;bwd_bulk_bytes;bwd_subflow_pkts;flow_ACK_flag_count;fwd_header_size_tot;fwd_pkts_payload.min;flow_iat.tot;idle.max;idle.avg;fwd_header_size_max;bwd_header_size_max;bwd_subflow_bytes;flow_FIN_flag_count,,,,,,,,,,
hikari_candidate_feature_sets.csv,,53,candidate_feature_sets,hikari,,hikari,mi_ga,hybrid,elbow,hikari__mi_ga__elbow__k24,24,bwd_pkts_payload.avg;flow_pkts_payload.avg;bwd_pkts_payload.max;bwd_init_window_size;flow_pkts_payload.tot;flow_duration;flow_pkts_payload.max;flow_iat.max;bwd_header_size_tot;bwd_subflow_bytes;fwd_subflow_bytes;fwd_iat.max;fwd_iat.tot;fwd_data_pkts_tot;fwd_pkts_tot;fwd_header_size_tot;fwd_pkts_payload.max;fwd_subflow_pkts;flow_iat.tot;bwd_pkts_payload.tot;fwd_pkts_payload.avg;fwd_pkts_payload.std;flow_pkts_payload.std;flow_iat.std,,,,,,,,,,
hikari_candidate_feature_sets.csv,,54,candidate_feature_sets,hikari,,hikari,mi_ga,hybrid,q25,hikari__mi_ga__q25__k20,20,bwd_pkts_payload.avg;flow_pkts_payload.avg;bwd_pkts_payload.max;bwd_init_window_size;flow_pkts_payload.tot;flow_duration;flow_pkts_payload.max;flow_iat.max;bwd_header_size_tot;bwd_subflow_bytes;fwd_subflow_bytes;fwd_iat.max;fwd_iat.tot;fwd_data_pkts_tot;fwd_pkts_tot;fwd_header_size_tot;fwd_pkts_payload.max;fwd_subflow_pkts;flow_iat.tot;bwd_pkts_payload.tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,55,candidate_feature_sets,hikari,,hikari,mi_ga,hybrid,q50,hikari__mi_ga__q50__k40,40,bwd_pkts_payload.avg;flow_pkts_payload.avg;bwd_pkts_payload.max;bwd_init_window_size;flow_pkts_payload.tot;flow_duration;flow_pkts_payload.max;flow_iat.max;bwd_header_size_tot;bwd_subflow_bytes;fwd_subflow_bytes;fwd_iat.max;fwd_iat.tot;fwd_data_pkts_tot;fwd_pkts_tot;fwd_header_size_tot;fwd_pkts_payload.max;fwd_subflow_pkts;flow_iat.tot;bwd_pkts_payload.tot;fwd_pkts_payload.avg;fwd_pkts_payload.std;flow_pkts_payload.std;flow_iat.std;fwd_iat.std;active.tot;active.max;fwd_iat.avg;active.avg;fwd_pkts_payload.tot;bwd_subflow_pkts;bwd_pkts_payload.std;bwd_pkts_tot;active.min;fwd_pkts_per_sec;payload_bytes_per_second;flow_iat.avg;down_up_ratio;fwd_PSH_flag_count;bwd_data_pkts_tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,56,candidate_feature_sets,hikari,,hikari,mi_ga,hybrid,q75,hikari__mi_ga__q75__k60,60,bwd_pkts_payload.avg;flow_pkts_payload.avg;bwd_pkts_payload.max;bwd_init_window_size;flow_pkts_payload.tot;flow_duration;flow_pkts_payload.max;flow_iat.max;bwd_header_size_tot;bwd_subflow_bytes;fwd_subflow_bytes;fwd_iat.max;fwd_iat.tot;fwd_data_pkts_tot;fwd_pkts_tot;fwd_header_size_tot;fwd_pkts_payload.max;fwd_subflow_pkts;flow_iat.tot;bwd_pkts_payload.tot;fwd_pkts_payload.avg;fwd_pkts_payload.std;flow_pkts_payload.std;flow_iat.std;fwd_iat.std;active.tot;active.max;fwd_iat.avg;active.avg;fwd_pkts_payload.tot;bwd_subflow_pkts;bwd_pkts_payload.std;bwd_pkts_tot;active.min;fwd_pkts_per_sec;payload_bytes_per_second;flow_iat.avg;down_up_ratio;fwd_PSH_flag_count;bwd_data_pkts_tot;bwd_pkts_per_sec;flow_pkts_per_sec;fwd_header_size_min;fwd_header_size_max;bwd_header_size_min;bwd_header_size_max;flow_FIN_flag_count;flow_SYN_flag_count;flow_RST_flag_count;bwd_PSH_flag_count;flow_ACK_flag_count;fwd_URG_flag_count;bwd_URG_flag_count;flow_CWR_flag_count;flow_ECE_flag_count;fwd_pkts_payload.min;bwd_pkts_payload.min;flow_pkts_payload.min;fwd_iat.min;bwd_iat.min,,,,,,,,,,
hikari_candidate_feature_sets.csv,,57,candidate_feature_sets,hikari,,hikari,mi_rfe,hybrid,elbow,hikari__mi_rfe__elbow__k40,40,bwd_data_pkts_tot;fwd_PSH_flag_count;bwd_subflow_pkts;fwd_pkts_per_sec;flow_iat.std;bwd_pkts_payload.avg;bwd_header_size_tot;bwd_pkts_tot;flow_pkts_payload.avg;fwd_header_size_tot;flow_pkts_payload.tot;fwd_subflow_pkts;fwd_pkts_tot;bwd_pkts_payload.max;flow_pkts_payload.max;fwd_pkts_payload.tot;fwd_data_pkts_tot;bwd_pkts_payload.tot;fwd_iat.std;flow_iat.tot;payload_bytes_per_second;flow_duration;fwd_iat.tot;fwd_iat.max;active.tot;active.max;fwd_subflow_bytes;fwd_iat.avg;flow_iat.avg;flow_pkts_payload.std;fwd_pkts_payload.std;fwd_pkts_payload.max;active.min;down_up_ratio;bwd_subflow_bytes;bwd_pkts_payload.std;fwd_pkts_payload.avg;bwd_init_window_size;active.avg;flow_iat.max,,,,,,,,,,
hikari_candidate_feature_sets.csv,,58,candidate_feature_sets,hikari,,hikari,mi_rfe,hybrid,q25,hikari__mi_rfe__q25__k20,20,bwd_data_pkts_tot;fwd_PSH_flag_count;bwd_subflow_pkts;fwd_pkts_per_sec;flow_iat.std;bwd_pkts_payload.avg;bwd_header_size_tot;bwd_pkts_tot;flow_pkts_payload.avg;fwd_header_size_tot;flow_pkts_payload.tot;fwd_subflow_pkts;fwd_pkts_tot;bwd_pkts_payload.max;flow_pkts_payload.max;fwd_pkts_payload.tot;fwd_data_pkts_tot;bwd_pkts_payload.tot;fwd_iat.std;flow_iat.tot,,,,,,,,,,
hikari_candidate_feature_sets.csv,,59,candidate_feature_sets,hikari,,hikari,mi_rfe,hybrid,q50,hikari__mi_rfe__q50__k40,40,bwd_data_pkts_tot;fwd_PSH_flag_count;bwd_subflow_pkts;fwd_pkts_per_sec;flow_iat.std;bwd_pkts_payload.avg;bwd_header_size_tot;bwd_pkts_tot;flow_pkts_payload.avg;fwd_header_size_tot;flow_pkts_payload.tot;fwd_subflow_pkts;fwd_pkts_tot;bwd_pkts_payload.max;flow_pkts_payload.max;fwd_pkts_payload.tot;fwd_data_pkts_tot;bwd_pkts_payload.tot;fwd_iat.std;flow_iat.tot;payload_bytes_per_second;flow_duration;fwd_iat.tot;fwd_iat.max;active.tot;active.max;fwd_subflow_bytes;fwd_iat.avg;flow_iat.avg;flow_pkts_payload.std;fwd_pkts_payload.std;fwd_pkts_payload.max;active.min;down_up_ratio;bwd_subflow_bytes;bwd_pkts_payload.std;fwd_pkts_payload.avg;bwd_init_window_size;active.avg;flow_iat.max,,,,,,,,,,
hikari_candidate_feature_sets.csv,,60,candidate_feature_sets,hikari,,hikari,mi_rfe,hybrid,q75,hikari__mi_rfe__q75__k60,60,bwd_data_pkts_tot;fwd_PSH_flag_count;bwd_subflow_pkts;fwd_pkts_per_sec;flow_iat.std;bwd_pkts_payload.avg;bwd_header_size_tot;bwd_pkts_tot;flow_pkts_payload.avg;fwd_header_size_tot;flow_pkts_payload.tot;fwd_subflow_pkts;fwd_pkts_tot;bwd_pkts_payload.max;flow_pkts_payload.max;fwd_pkts_payload.tot;fwd_data_pkts_tot;bwd_pkts_payload.tot;fwd_iat.std;flow_iat.tot;payload_bytes_per_second;flow_duration;fwd_iat.tot;fwd_iat.max;active.tot;active.max;fwd_subflow_bytes;fwd_iat.avg;flow_iat.avg;flow_pkts_payload.std;fwd_pkts_payload.std;fwd_pkts_payload.max;active.min;down_up_ratio;bwd_subflow_bytes;bwd_pkts_payload.std;fwd_pkts_payload.avg;bwd_init_window_size;active.avg;flow_iat.max;bwd_pkts_per_sec;flow_pkts_per_sec;fwd_header_size_min;fwd_header_size_max;bwd_header_size_min;bwd_header_size_max;flow_FIN_flag_count;flow_SYN_flag_count;flow_RST_flag_count;bwd_PSH_flag_count;flow_ACK_flag_count;fwd_URG_flag_count;bwd_URG_flag_count;flow_CWR_flag_count;flow_ECE_flag_count;fwd_pkts_payload.min;bwd_pkts_payload.min;flow_pkts_payload.min;fwd_iat.min;bwd_iat.min,,,,,,,,,,
hikari_candidate_feature_sets.csv,,61,candidate_feature_sets,hikari,,hikari,mrmr,filter,elbow,hikari__mrmr__elbow__k8,8,fwd_subflow_bytes;fwd_iat.max;payload_bytes_per_second;bwd_iat.min;flow_pkts_payload.tot;fwd_pkts_payload.std;fwd_iat.tot;flow_ECE_flag_count,,,,,,,,,,
hikari_candidate_feature_sets.csv,,62,candidate_feature_sets,hikari,,hikari,mrmr,filter,q25,hikari__mrmr__q25__k20,20,fwd_subflow_bytes;fwd_iat.max;payload_bytes_per_second;bwd_iat.min;flow_pkts_payload.tot;fwd_pkts_payload.std;fwd_iat.tot;flow_ECE_flag_count;flow_iat.min;flow_pkts_per_sec;fwd_pkts_payload.tot;down_up_ratio;bwd_bulk_bytes;fwd_bulk_rate;flow_CWR_flag_count;fwd_iat.std;bwd_pkts_payload.tot;fwd_URG_flag_count;flow_RST_flag_count;bwd_URG_flag_count,,,,,,,,,,
hikari_candidate_feature_sets.csv,,63,candidate_feature_sets,hikari,,hikari,mrmr,filter,q50,hikari__mrmr__q50__k40,40,fwd_subflow_bytes;fwd_iat.max;payload_bytes_per_second;bwd_iat.min;flow_pkts_payload.tot;fwd_pkts_payload.std;fwd_iat.tot;flow_ECE_flag_count;flow_iat.min;flow_pkts_per_sec;fwd_pkts_payload.tot;down_up_ratio;bwd_bulk_bytes;fwd_bulk_rate;flow_CWR_flag_count;fwd_iat.std;bwd_pkts_payload.tot;fwd_URG_flag_count;flow_RST_flag_count;bwd_URG_flag_count;flow_iat.tot;bwd_bulk_rate;fwd_iat.avg;flow_pkts_payload.max;active.min;fwd_pkts_per_sec;fwd_bulk_bytes;fwd_header_size_tot;flow_duration;fwd_last_window_size;flow_iat.std;fwd_data_pkts_tot;flow_iat.avg;bwd_bulk_packets;fwd_pkts_payload.avg;bwd_subflow_bytes;bwd_iat.tot;bwd_init_window_size;fwd_bulk_packets;bwd_pkts_per_sec,,,,,,,,,,
